he asks when he can come to visit you he left his address,he never had one except aboard my ships
i want you to tell me everything you remember father from the beginning everything,really god i wouldn't know where to start and yet
really god i wouldn't know where to start and yet,tell me the first thing that comes to your mind
no,no i have waited too long fought too hard now you expect me to take all the risks while you take the profit no i will not be your servant
i remind you that you are in no position to bargain with me,i'm not bargaining
i'm not bargaining,then you are too ambitious
and were you never ambitious excellency or is ambition only a virtue among the nobles a fault for the rest of us,if you won't accept our proposal we'll simply find someone who will
they don't see sin in their nakedness they live according to nature in a never ending summer the islands are covered with trees filled with blossoms and fruits and,forgive me but what about gold
you defend yourself admirably,for a commoner
but we do have a lack of notaries you should contact my administration,Bobadilla is already a judge my dear Cristobal
Bobadilla is already a judge my dear Cristobal,good we are also in need of judges except there are no thieves
you seem to have a special talent for making friends,what do i have so many already
what do i have so many already,to rise so high in so short a time is a dangerous occupation a little hypocrisy goes a long way
all i have to do is call the guards,call them
i am not afraid of you you are nothing but a dreamer,look out of that window
what do you see,roofs towers palaces spires
roofs towers palaces spires,all of them created by people like me
say not here Cuba,what is it a tribe an island
what is it a tribe an island,island far
you come you speak first,tell the chief we thank him
tell the chief we thank him,chief knows
chief knows,tell him his country is very beautiful tell him we are leaving men here to build a fort
chief says how many,thousands
thousands,why
to bring the word of god,chief says he has a god
chief says he has a god,and also to bring medicine
and also to bring medicine,chief says
chief says,he has medicine tell him we admire his people
we will work with his people we want peace ask the chief if he understands,he understands
he understands,ask him if he will help
you have to find them look what they did,you did the same to your god
he won't you speak to me you used to know how to speak to me,you never learned how to speak my language
Diego is a bright boy a pleasure to teach but so serious brothers should be raised together colon even brothers from different mothers,father i am doing what i think is the best for him and he has the teacher i would have chosen for myself
god that's in a week,that's what it says
that's what it says,how did you manage it
how did you manage it,with some difficulty i had to promise them you were not a total fool
why do you wish to sail west,to open a new route to Asia at the moment there are only two ways of reaching it
how can you be so certain the ocean is said to be infinite,ignorance i believe the indies are no more than leagues west of the canary islands
ignorance i believe the indies are no more than leagues west of the canary islands,how can you be so certain
how can you be so certain,the calculations of great mathematicians 
the calculations of great mathematicians,he is a jew
he is a jew,so was christ
two minutes and already you're a dead man don't let passion overwhelm you Colon,i'll try to remember that
i'll try to remember that,father
father,passion is something one cannot control
passion is something one cannot control,you get so carried away when you are being contradicted
you get so carried away when you are being contradicted,i've been contradicted all my life eternity
i've been contradicted all my life eternity,only god knows the meaning of such words my son
you mustn't give way to despair you must wait,wait i've waited seven years already how much longer do you want me to wait
wait i've waited seven years already how much longer do you want me to wait,if god intends you to go then you will go
if god intends you to go then you will go,damn god
all of them just lies,don't
i am listening my son,father i have betrayed my family i betrayed my men and i betrayed you
father i have betrayed my family i betrayed my men and i betrayed you,what are you saying
what are you saying,i lied the journey will be longer than i said
i lied the journey will be longer than i said,how long
how long,i am not sure it could be twice the distance
may god forgive you you must tell them you must tell your men,if i tell them they won't follow me you know that i am right father you trust me
if i tell them they won't follow me you know that i am right father you trust me,my son my son your certitudes are sometimes frightening you must speak to them and if you don't i will
my son my son your certitudes are sometimes frightening you must speak to them and if you don't i will,you are bound by an oath father
i believed in you,give me absolution
i suppose we're both old men now,you'll always be older than me father
i have to disagree,i knew you would
i knew you would,new worlds create new people
new worlds create new people,oh so you are a new man
oh so you are a new man,i don't know i have the impression that i didn't change that much i still can't accept the world as it is
i should not even be listening to you since my council said no but Santangel tells me you are a man of honor and sincerity and Sanchez that you are not a fool,no more than the woman who said she would take granada from the moors
the ocean is uncrossable,what did they say about her before today
what did they say about her before today,that she was impregnable
i cannot ignore the verdict of my council,surely you can do anything you want
may i speak freely,you show no inclination to speak otherwise
you show no inclination to speak otherwise,i know what i see i see someone who doesn't accept the world as it is who's not afraid i see a women who thinks what if
i know what i see i see someone who doesn't accept the world as it is who's not afraid i see a women who thinks what if,a woman
how old are you,thirty seven your majesty and you
do they have such thoughts,they come and go as naked as the day god created them
but without your brothers nor are you to return to the island or any of the other colonies you may explore the continent,thank you
thank you,there is one thing i'd like to understand why do you want to go back after all this
there is one thing i'd like to understand why do you want to go back after all this,your majesty some men are content to read about things i must see them with my own eyes i cannot be other than i am
and you say this is an indian vice by god i don't see any kind of pleasure that would make this a sin,the indians have no such word
we lost cousins friends we will wash this in blood,if you want to keep your head on your shoulders you'll do as i say
you want a war fine we are a thousand they outnumber us by ten who will you kill which tribe,we don't need to know
we don't need to know,we came here to stay to build not to start a crusade in this forest there is enough danger to sweep us away in days so we will be brave and swallow our grief and in the name of those who died we will accomplish what we came for
we can't raise the wheel without it,my horse doesn't work
we all have to work,you did not hear me not my horse
in one act of brutality you have created chaos tribes who were fighting each other are now joining forces against us all that because of your criminal savagery,savagery is what monkeys understand
savagery is what monkeys understand,you'll be held in detention deprived of your privileges and possessions until you are returned to Spain where you will be judged have you anything to say
you'll be held in detention deprived of your privileges and possessions until you are returned to Spain where you will be judged have you anything to say,you will regret this
due west captain and may god be with us,god be with us admiral
well it's the men sir they wonder how you know our position we've lost sight from land days ago,and what do you think
and what do you think,well i surely know what a quadrant is but i've never seen it used at night before
well i surely know what a quadrant is but i've never seen it used at night before,come over here
what do you read,twenty eight
what's he doing,he's drawing an isthmus he's saying we're on an isthmus
he's drawing an isthmus he's saying we're on an isthmus,we can't be
where can i meet this man,immediately
you lied you cheated we're way past leagues,six days ago
six days ago,you must be mad
you must be mad,we have to keep the hopes of these men alive
we have to keep the hopes of these men alive,we're on the verge of a mutiny
we're on the verge of a mutiny,you think i don't know that
you think i don't know that,we're lost
we're lost,the land is there i know it
the land is there i know it,you don't know anything listen these are my ships right so i'm telling you we're turning back
you don't know anything listen these are my ships right so i'm telling you we're turning back,and then what half of the water has gone the rest is nearly putrid you know that
and then what half of the water has gone the rest is nearly putrid you know that,i should have never listened to you
jesus maria i should have never listened to you,you never did you did all the talking for both of us remember
you never did you did all the talking for both of us remember,you bloody
you bloody,all we can do now is go forward think about that
all we can do now is go forward think about that,you tell that to them
you tell that to them,you're right let the men decide
is that the man i knew the treasurer,yes your majesty
you were right his demands could never be granted,never your majesty although
into a monk,yes it would be a pity wouldn't it call him back
every ship returns with a cargo of sick and dying but with no gold the new world proves expensive your majesty,we weren't expecting immediate profits were we we must have faith we must give time for time
but there is worse he ordered the execution of five members of the nobility,is this true brother
then what do you suggest,he must be replaced
he must be replaced,and who would you think of for such a task
i know i should not tolerate his impertinence,then why
then why,because he is not afraid of me
are you my attorney i'm ill i'm insane,i'm not your lawyer until i see the money
i'm not your lawyer until i see the money,here i have your money
oh no no shit,take it easy stay with me sit down what do you need what are you looking for
emil take it easy stay with me sit down what do you need what are you looking for,he has the camera he took the movie
don't say anything,where are we going
where are we going,i'm coming with you
i'm coming with you,yes come with me
yes come with me,i'm invoking rights this man is represented by counsel i'm coming with him
i brought you some letters it's really fan mail women mostly one wants to buy you clothes another sent a check another wants a check,you bring the cigarettes
you bring the cigarettes,sure
delusions and paranoia,i was all of these
i was all of these,well you didn't appreciate the severity of it until recently no question about that
well you didn't appreciate the severity of it until recently no question about that,what about him
what about him,disappeared they're looking everywhere maybe he went back to Czechoslovakia
disappeared they're looking everywhere maybe he went back to Czechoslovakia,no he is here
no he is here,don't worry about him think about yourself
don't worry about him think about yourself,what about my movie rights book rights
what about my movie rights book rights,look i haven't really focused on that kind of thing
look i haven't really focused on that kind of thing,what's your cut how much
what's your cut how much,i would say half half is fair
i would say half half is fair,no way
no way,but it's
but it's,thirty percent no more or i call another lawyer this is the biggest case of your life don't try to negotiate thirty percent say yes or no
thirty percent no more or i call another lawyer this is the biggest case of your life don't try to negotiate thirty percent say yes or no,this is not about money i need your trust in me
this is not about money i need your trust in me,what else do you need
what else do you need,i need to know about your background i need to know about your upbringing why you're here
i need to know about your background i need to know about your upbringing why you're here,give me another one please
tell me about yourself what you did as a young boy what your parents were like,my father always degraded me killed my self esteem and my mother was blind
my father always degraded me killed my self esteem and my mother was blind,your mother was blind
your mother was blind,yeah she went blind giving birth to me she went to fucking black market doctor to induce me
yeah she went blind giving birth to me she went to fucking black market doctor to induce me,back in the Czechoslovakia
back in the Czechoslovakia,yeah bad doctor gave her bad drugs which made her go blind and my father blamed me for her blindness
yeah bad doctor gave her bad drugs which made her go blind and my father blamed me for her blindness,your father blamed you for your mother's blindness
your father blamed you for your mother's blindness,yeah he hated me from day when i was born put it out can you put the cigarette out
that's what he did to me he put cigarettes out on me,your father put cigarettes out on you
your father put cigarettes out on you,out on my back when i was a small boy
out on my back when i was a small boy,can i see your back
i'm abused don't you think,i don't think it's abuse i think it's torture
so we kill someone famous and if we are caught we are sent to mental hospital,officers there's your killer do your duty arrest him
my little sister and i shared a flat i came home one night and a man was raping her his gun was on the chair he came at me and i shot him,alright that's a justifiable homicide
alright that's a justifiable homicide,yes but he was a cop
now i become custody of police department,if you cooperate with the DA maybe they'll help you with your situation
if you cooperate with the DA maybe they'll help you with your situation,i will if they don't send me back
i will if they don't send me back,they won't until this is over
are you married,divorced
divorced,do you live alone i've been in these clothes since the killings could we stop at your place i could take a shower before i go into custody
i can't take you to my place,somewhere else
the men are out of quarters practicing putting out fires,the station is empty
the station is empty,yeah this way
you considered becoming a prostitute,yes i considered it
yes i considered it,did you ever turn tricks before
did you ever turn tricks before,no
no,what about back home
what about back home,no
i came here i had no money i knew no one i couldn't get a job because you have to have a green card to get work they approached me i could've made a lot of money i considered it but it's not who i am they pay me below the table,so you were never a prostitute
so you were never a prostitute,what are you asking me
what are you asking me,i'm just trying to find out who you are
i'm not a prostitute,i know
i know,you don't know i'm sorry i was desperate that's not me i shot a cop can you imagine what they'll do to me when i got to prison
you don't know i'm sorry i was desperate that's not me i shot a cop can you imagine what they'll do to me when i got to prison,they're not gonna send you right back
they're not gonna send you right back,i'm sorry i didn't mean to i'm glad actually i'm glad it's over all this time hiding never being able to look anyone in the eyes always afraid that someone would find out who i was never trusting anyone
are you alright,i still can't believe he’s gone
i still can't believe he’s gone,i'm sorry
is he your boyfriend,he's gay are you jealous
he's gay are you jealous,if i was your boyfriend i might be
if i was your boyfriend i might be,if you were my boyfriend i'd suggest you find another girlfriend that isn't going to jail ten thousand miles away
a good immigration lawyer could stall the process,no matter what happens i'm glad i met you
no matter what happens i'm glad i met you,i'm glad i met you
you better get packed,right
do you have coffee,in the kitchen
in the kitchen,i'll make some for us
i'll make some for us,i'll get my clothes
what are you doing,pouring it out
forget about me you have enough problems of your own,do you really want me to forget about you
do you really want me to forget about you,i don't want to drag you down with me
i don't want to drag you down with me,i
i told your partner i can't help i didn't see anything,start at the beginning you know these people
start at the beginning you know these people,she was a friend of mine my shower was broken she let me use theirs
she was a friend of mine my shower was broken she let me use theirs,go on
whether you tell us or not we'll find out better if it comes from you,if i tell you will you arrest me
if i tell you will you arrest me,arrest you for what why would we arrest you
are you here illegally don't worry about that we'll talk to immigration they won't deport you,no don't talk to immigration
a cop,i'm from a small town in Czechoslovakia like the south here the police is right a civilian is wrong so i fled
i'm from a small town in Czechoslovakia like the south here the police is right a civilian is wrong so i fled,look we can help you but right now we have to deal with what's happening here tell us the truth is that the truth
look we can help you but right now we have to deal with what's happening here tell us the truth is that the truth,you're a cop you'll never believe me
oh,it was my decision not his
it was my decision not his,well i'm the deputy chief fire marshall and every now and then i'd like to be included in decisions
well i'm the deputy chief fire marshall and every now and then i'd like to be included in decisions,look after him brief me you can do the press conference how about that the case is all yours
look after him brief me you can do the press conference how about that the case is all yours,oh yeah alright
oh yeah alright,i'm ready to be briefed excuse us
i'm ready to be briefed excuse us,yeah sure beep me when you're ready for the press conference
who did cause and origin,who do you think chief
who do you think chief,then why didn't you talk to the reporter
then why didn't you talk to the reporter,because we got more important things to do like finding out who did it
hey chief what are you doing here,i came to see how the investigation was going i called and you're not here i wait up at the station and you don't even show up i beep you you don't return my call where the hell have you been
ladder was on the rock for training we stopped there so she could get cleaned up,what do you mean cleaned up
what do you mean cleaned up,i let her take a shower
i let her take a shower,a shower did you take one too
a shower did you take one too,no nothing happened
no nothing happened,oh really that's nice you took a homicide witness to take a shower after your partner was shot are you out of your mind are you having that much trouble getting dates
chief mind if i take her,okay but not water sports
the public doesn't have any idea what we do and now you're going to define our image this is going to be our victim,what was i supposed to do the guy tried to mug me i was going send a cop back i just forgot
what was i supposed to do the guy tried to mug me i was going send a cop back i just forgot,forgot you handcuffed a civilian to a tree
forgot you handcuffed a civilian to a tree,chief i know i screwed up but this guy was no innocent civilian
chief i know i screwed up but this guy was no innocent civilian,well this is going end your career and probably mine
well this is going end your career and probably mine,end my career
but chief over this,there's nothing to talk about get a good lawyer you're suspended until your trial
don't you guys understand it's all about image the better we look the more money i get to pay you guys overtime,yeah right
yeah right,what was that
what was that,i said yeah you're right chief as soon as we get something we'll let you alert the media
i said yeah you're right chief as soon as we get something we'll let you alert the media,you do that wise guy now let's solve this thing before he does
did you videotape her deposition,yeah he finished awhile ago
yeah he finished awhile ago,alright swing by her apartment let her pick up her clothes and take her straight home you got that
alright swing by her apartment let her pick up her clothes and take her straight home you got that,yeah
coffee for me i gotta slow down,vodka tonic
vodka tonic,maybe you could just put in a shot of vodka
i'm going propose,when
when,tomorrow at lunch
tomorrow at lunch,you ready
what's he looking for,a timer
where is she,takin a bath
takin a bath,any id
any id,still unknown but we're running prints kid over there caught the case
sorry police only,it's okay
only one guy checked in,yeah
yeah,come here you wanna go to homicide school here make yourself useful
the other side of the street the guy with the video camera don't look put her in the car stay this side,stay with her
are you hit,no i'm okay
he got my gun he was filming the whole time,i know relax take it easy don't worry we'll get them
who's there,police we'd like to ask you a few questions
police we'd like to ask you a few questions,i have nothin to say if you want to contact my attorney
i have nothin to say if you wanna contact my attorney,homicide it's the detective open up
what's wrong,we don't have her id yet but one of your girls was killed last night at the hotel
we don't have her id yet but one of your girls was killed last night at the hotel,oh my god honey honey's dead
yeah he wanted a girl from Czechoslovakia but i sent him honey cause once they get there you know it doesn't really matter honey was killed poor girl,do you have any girls working for you
do you have any girls working for you,no
no,did you tell him you did
boy she's so popular all the sudden,what are you saying
what are you saying,another guy came in asking me about her too
he said he was her cousin i told him where she works they were just here,describe him
describe him,tall short haired scary eyes second guy with him was shorter with a wrestler's build and he wouldn't turn his video camera off me
tall short haired scary eyes second guy with him was shorter with a wrestler's build and he wouldn't turn his video camera off me,he had a video camera where is she quickly
he had a videocamera where is she quickly,she washes hair up at the salon up the road
hey that's great you guys got it all wrapped up but you don't mind if we go through the routine it gives us something to do,no we don't mind
you know what that is right,no what is it
no what is it,why don't you explain it you mind punching a hole in the floor
it's your crime scene now you can do what you want,watch the news
watch the news,i must have missed it
i must have missed it,well just so you know i gave you guys the credit
well just so you know i gave you guys the credit,well just so you know i don't care about that stuff
well just so you know i don't care about that stuff,why should you
why should you,i don't even watch tv
i don't even watch tv,good commendable
did you get a report from the me,sure but i would like to ask you something you got a problem with me
sure but i would like to ask you something you got a problem with me,if you found me stepping on your crime scene it might make you mad too what about the report
if you found me stepping on your crime scene it might make you mad too what about the report,you were right they were both dead before the fire the male was stabbed so hard the killer broke off the tip of the knife in his spine that's usually an indicator of something personal
the super said he'd seen her before but she didn't live here,pretty
pretty,oh
oh,maybe you don't care about that either prettiest suspect i've had in awhile
maybe you don't care about that either prettiest suspect i've had in awhile,who says she's a suspect
what would you call her,look i'm not even sure she has anything to do with this i saw her outside after the fire thought it was a lead maybe she saw something maybe she was visiting somebody here who knows
maybe it's a ritual thing or someone trying to send a message burial rites are taken very seriously in eastern Europe it could be to humiliate them just burning them up no proper funeral it's like condemning them to hell,eastern Europe like what Romania and Hungary
eastern Europe like what Romania and Hungary,or Czechoslovakia the slavs have been fighting the Germans and the Russians for a thousand years these are very intense people and they take things personally
i'll come with you,there wasn't a fire there'll be nothing for you to do
there wasn't a fire there'll be nothing for you to do,i can watch you maybe i'll learn something
i can watch you maybe i'll learn something,this isn't homicide school
this isn't homicide school,my parents are from Poland i can help with the eastern european angle
my parents are from Poland i can help with the eastern european angle,you're polish
you're polish,my folks are
my folks are,stay here
you going to the escort service,you got any better ideas
you got any better ideas,mind if i ride along with you
mind if i ride along with you,this has nothing to do with your fire
this has nothing to do with your fire,but what if it does you might need my help
i'll let you know what happens,this is ridiculous i'm not going be in your way we can talk the case over
this is ridiculous i'm not going be in your way we can talk the case over,tell you what i'll flip you a coin if you win you can come with me if you don't win you don't come
tell you what i'll flip you a coin if you win you can come with me if you don't win you don't come,i'll call it tails
two heads,better than one
meet us at the hair salon,i'm on my way to the salon the suspects might be there already
you thirsty,i'm on duty
i'm on duty,so am i alright i'll go inside and you cover the back
so am i alright i'll go inside and you cover the back,of course
of course,i always wanted to be a cop when i was a kid i dreamed of running up to a door kicking it in pulling my gun and yelling freeze at the bad guy what'd you dream about
i always wanted to be a cop when i was a kid i dreamed of running up to a door kicking it in pulling my gun and yelling freeze at the bad guy what'd you dream about,i wanted to run up to a building on fire kick in the door rush into the smoke and save a kid
i wanted to run up to a building on fire kick in the door rush into the smoke and save a kid,then i guess we're doing this the right way aren't we if we pull up to a burning building i'll gladly let you go first
what are you hiding why are you afraid,she just saw two of her friends killed they probably threatened her
she just saw two of her friends killed they probably threatened her,is that all there is
why not,something back home
she's in trouble even if that story is true,raw deal
look let me talk to her any leads i get they're all yours just let me have a first crack at her,you want to talk to her alone
you want to talk to her alone,yeah
yeah,what would your girlfriend think of that
what would your girlfriend think of that,i don't have a girlfriend
i don't have a girlfriend,my point exactly
my point exactly,i'm serious here
i'm serious here,so am i
so am i,come on you intimidate her cause you're a celebrity she sees me differently
come on you intimidate her cause you're a celebrity she sees me differently,you're her savior is she the kid you're going save from the burning building
you're her savior is she the kid you're going save from the burning building,you know what i'm saying here
okay tell you what i'll give you a head start you take her to the station house don't let her out of your sight she's the only warm body we got left,hey i'm a professional
hey i'm a professional,women like that have a way of turning professionals into amateurs
look i'm telling you i didn't touch her,well you should have because nobody's going believe you didn't including me
well you should have because nobody's going believe you didn't including me,i took her there for a shower and that's it
i took her there for a shower and that's it,just a shower
i told you you know i thought i was doing the right thing you know i think she's innocent,well it's not up to you to decide whether she's innocent or not don't you understand that's why you're a professional
well it's not up to you to decide whether she's innocent or not don't you understand that's why you're a professional,but i mean didn't you ever go out on a limb for somebody i mean you should have heard her there telling her whole story i believed her
why did you help me back there with the chief why'd you stand up for me like that,you know i don't know i like you you remind me of a puppy i used to have he peed on the rug all the time but i still kept him
so who's that,what do you want
what do you want,your opinion you see they are going to make a movie about me and write books
your opinion you see they are going to make a movie about me and write books,what's your accomplishment
what's your accomplishment,i killed someone famous
i killed someone famous,then do it asshole
then do it,good be tough to the end actor who plays you will want to die like hero
so tabloids don't have to do re-enactments they going to have real movie this time,if you kill me and film it you're putting a noose around your neck
